Date,Open,High,Low,Close,Adj Close,Volume
2002-10-29,1797.724854,1797.724854,1797.724854,1797.724854,1763.381104,501745
2002-10-30,2012.226074,2012.226074,1989.754517,2012.226074,1973.784546,20892185
2002-10-31,2042.869141,2091.897949,1865.139526,1912.125488,1875.595947,32327083
2002-11-01,1961.154419,2022.440430,1724.181519,1793.639038,1759.373291,18373668
2002-11-04,1777.296143,1789.553345,1660.852539,1703.752808,1671.204102,16939411
2002-11-05,1695.581421,1785.467651,1695.581421,1701.709961,1669.200317,15353406
2002-11-06,1728.267334,1740.524536,1626.123779,1664.938354,1633.131226,12487339
2002-11-07,1654.723999,1746.653076,1650.638306,1666.981201,1635.135132,11682099
2002-11-08,1628.166748,1650.638306,1603.652222,1634.295288,1603.073608,6740519
2002-11-11,1630.209595,1730.310181,1630.209595,1675.152710,1643.150635,10783852
2002-11-12,1646.552490,1654.723999,1573.009277,1585.266479,1554.981567,7176181
2002-11-13,1585.266479,1624.080933,1499.465942,1503.551636,1474.827759,10570917
2002-11-14,1552.580566,1568.923462,1450.437134,1495.380249,1466.812500,8566383
2002-11-15,1532.151855,1570.966309,1483.122925,1570.966309,1540.954590,10548889
2002-11-18,1564.837769,1591.395020,1546.451904,1548.494751,1518.912354,6510451
2002-11-19,1568.923462,1613.866577,1564.837769,1577.094971,1546.966187,9129317
2002-11-20,1577.094971,1640.423950,1575.052124,1640.423950,1609.085205,10766720
2002-11-21,1662.895508,1671.066895,1605.695190,1613.866577,1583.035278,6620590
2002-11-22,1650.638306,1728.267334,1626.123779,1648.595337,1617.100586,17414233
2002-11-25,1671.066895,1697.624268,1626.123779,1662.895508,1631.127441,7900652
2002-11-26,1683.324219,1695.581421,1630.209595,1634.295288,1603.073608,8262888
2002-11-27,1613.866577,1638.380981,1503.551636,1540.323364,1510.896851,19749184
2002-11-28,1573.009277,1652.681152,1540.323364,1609.780884,1579.027466,19103034
2002-11-29,1630.209595,1801.810547,1605.695190,1801.810547,1767.388794,36213773
2002-12-02,1801.810547,1801.810547,1801.810547,1801.810547,1767.388794,0
2002-12-03,1879.439575,1908.039795,1854.925171,1883.525391,1847.542358,12541185
2002-12-04,1838.582153,1961.154419,1826.324951,1908.039795,1871.588379,14066001
2002-12-05,1948.897095,2132.755371,1891.696777,2083.726563,2043.918945,27789347
2002-12-06,2067.383545,2230.812988,2063.297852,2116.412354,2075.980225,25280620
2002-12-09,2157.269775,2169.527100,2055.126221,2071.469238,2031.895630,8779319
2002-12-10,2030.611938,2157.269775,2022.440430,2128.669678,2088.003418,11682099
2002-12-11,2153.184082,2308.442139,2136.841064,2189.955811,2148.118896,19670863
2002-12-12,2243.070313,2402.414063,2234.898926,2357.470947,2312.433838,24279577
2002-12-13,2373.813965,2480.043213,2337.042236,2357.470947,2312.433838,16239415
2002-12-16,2328.870850,2394.242676,2255.327393,2308.442139,2264.341797,8485614
2002-12-17,2377.899658,2381.985352,2267.584717,2296.184814,2252.318604,9158687
2002-12-18,2271.670410,2353.385254,2263.499023,2288.013428,2244.302979,8350999
2002-12-19,2288.013428,2288.013428,2288.013428,2288.013428,2244.302979,0
2002-12-20,2263.499023,2308.442139,2189.955811,2202.212891,2160.141602,6975483
2002-12-23,2189.955811,2238.984619,2040.826294,2124.583984,2083.995850,9993298
2002-12-24,2124.583984,2222.641602,2120.498047,2185.869873,2144.111084,13603416
2002-12-25,2185.869873,2185.869873,2185.869873,2185.869873,2144.111084,0
2002-12-26,2181.784180,2189.955811,2042.869141,2042.869141,2003.842163,8512537
2002-12-27,1993.840210,2083.726563,1940.725708,2010.183228,1971.780273,8047505
2002-12-30,2002.011719,2010.183228,1781.381836,1818.153564,1783.419678,11226857
2002-12-31,1818.153564,1818.153564,1818.153564,1818.153564,1783.419678,0
2003-01-01,1818.153564,1818.153564,1818.153564,1818.153564,1783.419678,0
2003-01-02,1879.439575,2034.697632,1867.182373,2034.697632,1995.826538,13011112
2003-01-03,2128.669678,2275.756104,2128.669678,2275.756104,2232.279541,21486936
2003-01-06,2296.184814,2357.470947,2185.869873,2304.356445,2260.333984,21885885
2003-01-07,2361.556641,2365.642334,2185.869873,2206.298584,2164.149414,16410742
2003-01-08,2247.156006,2402.414063,2230.812988,2324.785156,2280.372559,26465229
2003-01-09,2271.670410,2418.757080,2267.584717,2369.728271,2324.457031,15382776
2003-01-10,2435.100098,2439.185791,2087.812256,2259.413330,2216.249023,18393248
2003-01-13,2259.413330,2332.956543,2234.898926,2316.613525,2272.356934,8994702
2003-01-14,2316.613525,2332.956543,2271.670410,2271.670410,2228.272705,7795408
2003-01-15,2275.756104,2308.442139,2214.470215,2271.670410,2228.272705,9031415
2003-01-16,2238.984619,2243.070313,2185.869873,2210.384277,2168.157227,8390160
2003-01-17,2165.441162,2238.984619,2124.583984,2149.098389,2108.042236,8243308
2003-01-20,2083.726563,2169.527100,2083.726563,2112.326660,2071.972900,4895076
2003-01-21,2095.983643,2149.098389,2095.983643,2140.926758,2100.026123,4733538
2003-01-22,2095.983643,2149.098389,2095.983643,2120.498047,2079.987793,4572001
2003-01-23,2145.012695,2300.270752,2136.841064,2292.099121,2248.310791,11657623
2003-01-24,2263.499023,2292.099121,2124.583984,2194.041504,2152.126465,6858001
2003-01-27,2116.412354,2132.755371,2030.611938,2104.155273,2063.957520,5112907
2003-01-28,2091.897949,2124.583984,2083.726563,2100.069580,2059.949951,3277253
2003-01-29,2112.326660,2136.841064,1993.840210,2002.011719,1963.765015,3869557
2003-01-30,2008.140381,2132.755371,2008.140381,2100.069580,2059.949951,4204870
2003-01-31,2100.069580,2100.069580,2100.069580,2100.069580,2059.949951,0
2003-02-03,2083.726563,2165.441162,2059.212158,2149.098389,2108.042236,4403121
2003-02-04,2181.784180,2185.869873,2140.926758,2145.012695,2104.034180,3392287
2003-02-05,2124.583984,2153.184082,2108.240967,2145.012695,2104.034180,1669220
2003-02-06,2153.184082,2161.355469,2083.726563,2087.812256,2047.926514,2024114
2003-02-07,2087.812256,2100.069580,2034.697632,2046.954834,2007.849731,2560124
2003-02-10,2034.697632,2091.897949,2018.354736,2063.297852,2023.880493,2525859
2003-02-11,2091.897949,2149.098389,2046.954834,2087.812256,2047.926514,5010110
2003-02-12,2104.155273,2169.527100,2095.983643,2153.184082,2112.050049,4540183
2003-02-13,2169.527100,2177.698486,2095.983643,2116.412354,2075.980225,2322713
2003-02-14,2104.155273,2136.841064,2075.554932,2124.583984,2083.995850,1926212
2003-02-17,2226.727295,2234.898926,2189.955811,2234.898926,2192.203613,4080046
2003-02-18,2226.727295,2251.241699,2194.041504,2206.298584,2164.149414,2858724
2003-02-19,2255.327393,2267.584717,2202.212891,2202.212891,2160.141602,5320947
2003-02-20,2202.212891,2226.727295,2149.098389,2202.212891,2160.141602,2939493
2003-02-21,2218.555908,2226.727295,2194.041504,2194.041504,2152.126465,1847891
2003-02-24,2194.041504,2296.184814,2194.041504,2296.184814,2252.318604,3380050
2003-02-25,2267.584717,2267.584717,2194.041504,2194.041504,2152.126465,2210126
2003-02-26,2226.727295,2279.842041,2202.212891,2271.670410,2228.272705,3641936
2003-02-27,2230.812988,2353.385254,2218.555908,2308.442139,2264.341797,4048228
2003-02-28,2357.470947,2357.470947,2243.070313,2283.927734,2240.295410,2814668
2003-03-03,2275.756104,2300.270752,2247.156006,2296.184814,2252.318604,1857681
2003-03-04,2255.327393,2271.670410,2214.470215,2214.470215,2172.165039,1916422
2003-03-05,2161.355469,2185.869873,2112.326660,2132.755371,2092.010986,2971311
2003-03-06,2120.498047,2165.441162,2067.383545,2124.583984,2083.995850,2038799
2003-03-07,2063.297852,2145.012695,2034.697632,2063.297852,2023.880493,2613970
2003-03-10,2014.268921,2071.469238,2006.097534,2034.697632,1995.826538,2415720
2003-03-11,1961.154419,2034.697632,1961.154419,1989.754517,1951.742432,1522368
2003-03-12,1997.926025,2145.012695,1993.840210,2145.012695,2104.034180,4454519
2003-03-13,2145.012695,2149.098389,2067.383545,2104.155273,2063.957520,2714319
2003-03-14,2206.298584,2226.727295,2173.612793,2198.127197,2156.134766,4696825
2003-03-17,2181.784180,2181.784180,2063.297852,2104.155273,2063.957520,2048589
2003-03-18,2279.842041,2353.385254,2247.156006,2353.385254,2308.425781,7814989
2003-03-19,2292.099121,2492.300293,2292.099121,2369.728271,2324.457031,6481080
2003-03-20,2431.014160,2463.700195,2369.728271,2443.271484,2396.595215,5695421
2003-03-21,2455.528809,2504.557617,2431.014160,2431.014160,2384.572266,6106607
2003-03-24,2451.442871,2463.700195,2361.556641,2361.556641,2316.441162,3451028
2003-03-25,2259.413330,2373.813965,2259.413330,2316.613525,2272.356934,2320266
2003-03-26,2357.470947,2512.729004,2357.470947,2418.757080,2372.548828,5100669
2003-03-27,2426.928467,2651.644043,2418.757080,2614.872559,2564.918213,11092242
2003-03-28,2692.501465,2745.616211,2639.386963,2696.587158,2645.071289,13358662
2003-03-31,2688.415771,2688.415771,2520.900391,2614.872559,2564.918213,4048228
2003-04-01,2594.443848,2684.330078,2574.015137,2663.901367,2613.010010,3798579
2003-04-02,2696.587158,2798.730713,2623.043945,2798.730713,2745.263672,9579664
2003-04-03,2823.245117,2839.588135,2778.302002,2778.302002,2725.225586,7580025
2003-04-04,2745.616211,2913.131348,2721.101563,2892.702637,2837.440186,7053804
2003-04-07,2941.731445,2994.846191,2831.416504,2851.845215,2797.363525,6823736
2003-04-08,2864.102539,2978.503174,2851.845215,2896.788330,2841.448242,6488423
2003-04-09,2941.731445,3068.389404,2880.445557,3011.189209,2953.663330,9817075
2003-04-10,3043.875000,3043.875000,2823.245117,2921.302734,2865.494385,7636318
2003-04-11,2900.874268,2978.503174,2860.016846,2860.016846,2805.378662,5467800
2003-04-14,2892.702637,3199.133057,2892.702637,3092.903809,3033.816895,8434216
2003-04-15,3231.818848,3248.161865,3092.903809,3174.618652,3113.970459,7543312
2003-04-16,3374.819824,3554.592285,3374.819824,3554.592285,3486.685059,7207999
2003-04-17,3718.021729,3910.051514,3681.250244,3811.993896,3739.169189,14890821
2003-04-18,3901.880127,3910.051514,3697.593018,3840.593994,3767.223145,9283511
2003-04-21,3836.508301,3983.594727,3738.450439,3975.423340,3899.477051,7460096
2003-04-22,3901.880127,4085.738281,3901.880127,3938.651611,3863.407959,8042610
2003-04-23,4004.023438,4167.453125,3861.022705,3901.880127,3827.338135,10020220
2003-04-24,3869.194092,3918.222900,3485.134766,3599.535400,3530.769531,10348191
2003-04-25,3534.163574,3742.536133,3325.791016,3603.621094,3534.777588,12000279
2003-04-28,3558.677979,3910.051514,3558.677979,3840.593994,3767.223145,13875093
2003-04-29,3914.137207,4290.025391,3914.137207,4290.025391,4208.068359,12590135
2003-04-30,4371.739746,4698.599121,4249.167969,4453.454590,4368.375488,17279618
2003-05-01,4453.454590,4453.454590,4453.454590,4453.454590,4368.375488,0
2003-05-02,4637.312988,4984.600586,4514.740723,4821.170898,4729.066895,15194316
2003-05-05,4821.170898,4821.170898,4821.170898,4821.170898,4729.066895,0
2003-05-06,4841.599609,4862.028320,4249.167969,4371.739746,4288.222168,15999556
2003-05-07,4310.453613,4514.740723,4208.310547,4330.882324,4248.145508,15204106
2003-05-08,4330.882324,4330.882324,4330.882324,4330.882324,4248.145508,0
2003-05-09,4330.882324,4433.025879,4208.310547,4433.025879,4348.336914,8715683
2003-05-12,4494.312012,4964.171875,4371.739746,4923.314453,4829.259277,19891142
2003-05-13,4862.028320,5168.458984,4616.884277,4616.884277,4528.683594,17448499
2003-05-14,4739.456543,4984.600586,4616.884277,4780.313965,4688.990723,17284514
2003-05-15,4882.457031,4882.457031,4596.455566,4698.599121,4608.837891,9873368
2003-05-16,4576.026855,4984.600586,4514.740723,4535.169434,4448.529297,19360026
2003-05-19,4412.597168,4678.170410,4330.882324,4473.883301,4388.413574,9873368
2003-05-20,4330.882324,4964.171875,4330.882324,4882.457031,4789.182129,32919387
2003-05-21,4923.314453,5005.029297,4616.884277,4698.599121,4608.837891,14626487
2003-05-22,4678.170410,5250.173828,4637.312988,5229.745117,5129.836426,24937965
2003-05-23,5352.316895,5495.317871,5168.458984,5311.459961,5209.989746,15774383
2003-05-26,5434.031738,5720.033691,5331.888184,5495.317871,5390.334473,15931025
2003-05-27,5617.890137,5638.318848,5148.030273,5311.459961,5209.989746,13263208
2003-05-28,5495.317871,5515.746582,4800.742676,4943.743164,4849.297852,11523009
2003-05-29,4882.457031,5434.031738,4882.457031,5291.031250,5189.951172,15152708
2003-05-30,5188.887695,5413.603027,5127.601563,5311.459961,5209.989746,6750310
2003-06-02,5291.031250,5352.316895,4984.600586,5066.315430,4969.528809,7129678
2003-06-03,4984.600586,5066.315430,4473.883301,4473.883301,4388.413574,12984189
2003-06-04,4616.884277,4882.457031,4555.598145,4739.456543,4648.914063,11686994
2003-06-05,4841.599609,4943.743164,4494.312012,4576.026855,4488.605957,10698189
2003-06-06,4576.026855,4576.026855,4576.026855,4576.026855,4488.605957,0
2003-06-09,4616.884277,5107.172852,4616.884277,5107.172852,5009.605469,15867389
2003-06-10,5127.601563,5352.316895,5005.029297,5168.458984,5069.721191,15125785
2003-06-11,5311.459961,5720.033691,5250.173828,5577.032715,5470.488281,16895355
2003-06-12,5760.891113,6006.035156,5699.604980,5903.891602,5791.103516,16672629
2003-06-13,6046.892578,6067.321289,5658.747559,5760.891113,5650.834961,9993298
2003-06-16,5658.747559,6006.035156,5577.032715,6006.035156,5891.295410,7286320
2003-06-17,6230.750977,6251.179688,5903.891602,5903.891602,5791.103516,9153792
2003-06-18,5903.891602,5985.606445,5760.891113,5883.462891,5771.064453,5093326
2003-06-19,5883.462891,5924.320313,5597.461426,5617.890137,5510.566406,7281425
2003-06-20,5536.175293,5781.319824,5454.460449,5658.747559,5550.642578,7004854
2003-06-23,5617.890137,5679.176270,5250.173828,5372.745605,5270.104980,5548568
2003-06-24,5168.458984,5556.604004,5168.458984,5474.889160,5370.297363,8510089
2003-06-25,5515.746582,5781.319824,5515.746582,5679.176270,5570.680664,7528627
2003-06-26,5617.890137,5801.748535,5556.604004,5556.604004,5450.451172,3690887
2003-06-27,5740.462402,6189.893555,5699.604980,6128.607422,6011.526367,12781043
2003-06-30,6128.607422,6210.322266,5883.462891,6026.463867,5911.333984,9330015
2003-07-01,6108.178711,6496.323730,5944.749023,6312.465820,6191.872070,10994341
2003-07-02,6496.323730,6598.467285,6312.465820,6475.895020,6352.179199,9927214
2003-07-03,6598.467285,6986.612305,6537.181152,6659.753418,6532.524902,12494681
2003-07-04,6680.182129,6925.326172,6680.182129,6823.183105,6692.833008,6662198
2003-07-07,7027.469727,7456.472168,6986.612305,7211.328125,7073.563477,12088390
2003-07-08,7333.900391,7354.328613,6884.468750,7088.755859,6953.332031,9305539
2003-07-09,7088.755859,7354.328613,6966.183594,7027.469727,6893.216309,5546121
2003-07-10,6864.040039,6966.183594,6598.467285,6741.468262,6612.678223,9141554
2003-07-11,6578.038574,6986.612305,6557.609863,6884.468750,6752.947754,7499256
2003-07-14,6986.612305,7681.187988,6945.754883,7476.900879,7334.061523,12683142
2003-07-15,7762.902832,8069.333008,7579.044434,7640.330566,7494.369141,14002365
2003-07-16,7885.474609,8539.193359,7579.044434,8539.193359,8376.060547,20689039
2003-07-17,8539.193359,8539.193359,8539.193359,8539.193359,8376.060547,0
2003-07-18,8294.048828,8784.336914,8110.190430,8212.333984,8055.445313,14460055
2003-07-21,8314.477539,8661.764648,8151.047852,8253.191406,8095.521973,10502385
2003-07-22,7987.618164,8110.190430,7264.442383,7436.043457,7293.985352,19435899
2003-07-23,7231.756836,7354.328613,6557.609863,6904.897461,6772.986328,27906829
2003-07-24,6904.897461,7137.784668,6888.554688,6925.326172,6793.024414,10382456
2003-07-25,6806.839844,7538.187012,6806.839844,7440.129395,7297.992676,14435579
2003-07-28,7722.045410,8314.477539,7689.359375,8212.333984,8055.445313,12377200
2003-07-29,8130.619141,8236.848633,7795.588379,7844.617676,7694.753418,9320225
2003-07-30,7942.675293,8212.333984,7885.474609,8008.046875,7855.060059,11182801
2003-07-31,8003.961426,8130.619141,7603.559082,7848.703125,7698.761230,7577577
2003-08-01,7885.474609,8008.046875,7628.073242,7722.045410,7574.522949,7259397
2003-08-04,7476.900879,7497.329590,6970.269531,7109.184570,6973.370117,10017773
2003-08-05,7129.613281,7354.328613,7043.812500,7088.755859,6953.332031,9004492
2003-08-06,6945.754883,7252.185547,6810.925781,7231.756836,7093.601074,10475463
2003-08-07,7333.900391,7342.071777,7002.955566,7113.270508,6977.378418,5369898
2003-08-08,7047.898438,7150.041992,6904.897461,6904.897461,6772.986328,6556954
2003-08-11,6827.268555,7002.955566,6692.439453,6790.497070,6660.771484,6312200
2003-08-12,6843.611328,7051.984375,6790.497070,6904.897461,6772.986328,7371984
2003-08-13,6864.040039,6986.612305,6749.639648,6884.468750,6752.947754,7249607
2003-08-14,6966.183594,7305.299805,6904.897461,7109.184570,6973.370117,10039801
2003-08-15,7109.184570,7109.184570,7109.184570,7109.184570,6973.370117,0
2003-08-18,7190.899414,7391.100586,7121.441895,7121.441895,6985.393555,7188419
2003-08-19,7354.328613,7378.843262,6843.611328,6864.040039,6732.909668,8054847
2003-08-20,6823.183105,6941.669434,6377.837402,6500.409668,6376.226074,9381413
2003-08-21,6537.181152,6700.610840,6394.180176,6406.437500,6284.048828,9494000
2003-08-22,6533.095215,6537.181152,6100.007324,6128.607422,6011.526367,9706936
2003-08-25,6128.607422,6708.782227,6006.035156,6688.353516,6560.579102,15030331
2003-08-26,6696.524902,6745.553711,6373.751465,6508.581055,6384.240723,7288768
2003-08-27,6655.667480,6655.667480,6373.751465,6537.181152,6412.294434,6987721
2003-08-28,6618.895996,6859.954590,6537.181152,6586.209961,6460.386719,7538417
2003-08-29,6815.011230,7256.270996,6725.125000,7190.899414,7053.524414,15918787
2003-09-01,7374.757324,7685.273438,7276.699707,7403.357910,7261.924316,13214258
2003-09-02,7517.758301,7517.758301,7219.499512,7436.043457,7293.985352,7242265
2003-09-03,7431.958008,7460.558105,7174.556152,7194.984863,7057.531738,7017091
2003-09-04,7150.041992,7231.756836,6888.554688,6917.154785,6785.009277,7053804
2003-09-05,6933.498047,7056.069824,6847.697266,7002.955566,6869.171387,5019900
2003-09-08,6868.125977,7002.955566,6614.810059,6614.810059,6488.440918,5619547
2003-09-09,6557.609863,6900.812012,6557.609863,6868.125977,6736.917480,6099264
